scene_id,split,filename,image_path,mask_path,height,width,has_spill,spill_pixels,spill_area_ratio,estimated_area_km2,sensor
palsar_1031,train,palsar_1031.png,images/train/palsar_1031.png,masks/train/palsar_1031.png,256,256,True,1545,0.02357,0.1545,ALOS PALSAR / SAR C-Band
palsar_1032,train,palsar_1032.png,images/train/palsar_1032.png,masks/train/palsar_1032.png,256,256,True,15306,0.23355,1.5306,ALOS PALSAR / SAR C-Band
palsar_1033,train,palsar_1033.png,images/train/palsar_1033.png,masks/train/palsar_1033.png,256,256,True,40305,0.61501,4.0305,ALOS PALSAR / SAR C-Band
palsar_1034,train,palsar_1034.png,images/train/palsar_1034.png,masks/train/palsar_1034.png,256,256,True,6406,0.09775,0.6406,ALOS PALSAR / SAR C-Band
palsar_1035,train,palsar_1035.png,images/train/palsar_1035.png,masks/train/palsar_1035.png,256,256,True,1221,0.01863,0.1221,ALOS PALSAR / SAR C-Band
palsar_1036,train,palsar_1036.png,images/train/palsar_1036.png,masks/train/palsar_1036.png,256,256,True,642,0.0098,0.0642,ALOS PALSAR / SAR C-Band
palsar_1037,train,palsar_1037.png,images/train/palsar_1037.png,masks/train/palsar_1037.png,256,256,True,8429,0.12862,0.8429,ALOS PALSAR / SAR C-Band
palsar_1038,train,palsar_1038.png,images/train/palsar_1038.png,masks/train/palsar_1038.png,256,256,True,18513,0.28249,1.8513,ALOS PALSAR / SAR C-Band
palsar_1039,train,palsar_1039.png,images/train/palsar_1039.png,masks/train/palsar_1039.png,256,256,True,728,0.01111,0.0728,ALOS PALSAR / SAR C-Band
palsar_104,train,palsar_104.png,images/train/palsar_104.png,masks/train/palsar_104.png,256,256,True,10216,0.15588,1.0216,ALOS PALSAR / SAR C-Band
palsar_1040,train,palsar_1040.png,images/train/palsar_1040.png,masks/train/palsar_1040.png,256,256,True,23507,0.35869,2.3507,ALOS PALSAR / SAR C-Band
palsar_1041,train,palsar_1041.png,images/train/palsar_1041.png,masks/train/palsar_1041.png,256,256,True,734,0.0112,0.0734,ALOS PALSAR / SAR C-Band
palsar_1042,train,palsar_1042.png,images/train/palsar_1042.png,masks/train/palsar_1042.png,256,256,True,2007,0.03062,0.2007,ALOS PALSAR / SAR C-Band
palsar_1043,train,palsar_1043.png,images/train/palsar_1043.png,masks/train/palsar_1043.png,256,256,True,17812,0.27179,1.7812,ALOS PALSAR / SAR C-Band
palsar_1044,train,palsar_1044.png,images/train/palsar_1044.png,masks/train/palsar_1044.png,256,256,True,1914,0.02921,0.1914,ALOS PALSAR / SAR C-Band
palsar_1045,train,palsar_1045.png,images/train/palsar_1045.png,masks/train/palsar_1045.png,256,256,True,8750,0.13351,0.875,ALOS PALSAR / SAR C-Band
palsar_1046,train,palsar_1046.png,images/train/palsar_1046.png,masks/train/palsar_1046.png,256,256,True,9144,0.13953,0.9144,ALOS PALSAR / SAR C-Band
palsar_1047,train,palsar_1047.png,images/train/palsar_1047.png,masks/train/palsar_1047.png,256,256,True,8348,0.12738,0.8348,ALOS PALSAR / SAR C-Band
palsar_1048,train,palsar_1048.png,images/train/palsar_1048.png,masks/train/palsar_1048.png,256,256,True,2561,0.03908,0.2561,ALOS PALSAR / SAR C-Band
palsar_1049,train,palsar_1049.png,images/train/palsar_1049.png,masks/train/palsar_1049.png,256,256,True,18306,0.27933,1.8306,ALOS PALSAR / SAR C-Band
palsar_105,train,palsar_105.png,images/train/palsar_105.png,masks/train/palsar_105.png,256,256,True,6834,0.10428,0.6834,ALOS PALSAR / SAR C-Band
palsar_1050,train,palsar_1050.png,images/train/palsar_1050.png,masks/train/palsar_1050.png,256,256,True,16213,0.24739,1.6213,ALOS PALSAR / SAR C-Band
palsar_1051,train,palsar_1051.png,images/train/palsar_1051.png,masks/train/palsar_1051.png,256,256,True,2117,0.0323,0.2117,ALOS PALSAR / SAR C-Band
palsar_1052,train,palsar_1052.png,images/train/palsar_1052.png,masks/train/palsar_1052.png,256,256,True,3449,0.05263,0.3449,ALOS PALSAR / SAR C-Band
palsar_1053,train,palsar_1053.png,images/train/palsar_1053.png,masks/train/palsar_1053.png,256,256,True,27812,0.42438,2.7812,ALOS PALSAR / SAR C-Band
palsar_1054,train,palsar_1054.png,images/train/palsar_1054.png,masks/train/palsar_1054.png,256,256,True,2881,0.04396,0.2881,ALOS PALSAR / SAR C-Band
palsar_1055,train,palsar_1055.png,images/train/palsar_1055.png,masks/train/palsar_1055.png,256,256,True,8572,0.1308,0.8572,ALOS PALSAR / SAR C-Band
palsar_1056,train,palsar_1056.png,images/train/palsar_1056.png,masks/train/palsar_1056.png,256,256,True,9098,0.13882,0.9098,ALOS PALSAR / SAR C-Band
palsar_1057,train,palsar_1057.png,images/train/palsar_1057.png,masks/train/palsar_1057.png,256,256,True,9760,0.14893,0.976,ALOS PALSAR / SAR C-Band
palsar_1058,train,palsar_1058.png,images/train/palsar_1058.png,masks/train/palsar_1058.png,256,256,True,24637,0.37593,2.4637,ALOS PALSAR / SAR C-Band
palsar_1059,train,palsar_1059.png,images/train/palsar_1059.png,masks/train/palsar_1059.png,256,256,True,22780,0.3476,2.278,ALOS PALSAR / SAR C-Band
palsar_106,train,palsar_106.png,images/train/palsar_106.png,masks/train/palsar_106.png,256,256,True,19805,0.3022,1.9805,ALOS PALSAR / SAR C-Band
palsar_1060,train,palsar_1060.png,images/train/palsar_1060.png,masks/train/palsar_1060.png,256,256,True,3201,0.04884,0.3201,ALOS PALSAR / SAR C-Band
palsar_1061,train,palsar_1061.png,images/train/palsar_1061.png,masks/train/palsar_1061.png,256,256,True,1157,0.01765,0.1157,ALOS PALSAR / SAR C-Band
palsar_1062,train,palsar_1062.png,images/train/palsar_1062.png,masks/train/palsar_1062.png,256,256,True,7225,0.11024,0.7225,ALOS PALSAR / SAR C-Band
palsar_1063,train,palsar_1063.png,images/train/palsar_1063.png,masks/train/palsar_1063.png,256,256,True,17614,0.26877,1.7614,ALOS PALSAR / SAR C-Band
palsar_1064,train,palsar_1064.png,images/train/palsar_1064.png,masks/train/palsar_1064.png,256,256,True,593,0.00905,0.0593,ALOS PALSAR / SAR C-Band
palsar_1065,train,palsar_1065.png,images/train/palsar_1065.png,masks/train/palsar_1065.png,256,256,True,6745,0.10292,0.6745,ALOS PALSAR / SAR C-Band
palsar_1066,train,palsar_1066.png,images/train/palsar_1066.png,masks/train/palsar_1066.png,256,256,True,5573,0.08504,0.5573,ALOS PALSAR / SAR C-Band
palsar_1067,train,palsar_1067.png,images/train/palsar_1067.png,masks/train/palsar_1067.png,256,256,True,15744,0.24023,1.5744,ALOS PALSAR / SAR C-Band
palsar_1068,train,palsar_1068.png,images/train/palsar_1068.png,masks/train/palsar_1068.png,256,256,True,33955,0.51811,3.3955,ALOS PALSAR / SAR C-Band
palsar_1069,train,palsar_1069.png,images/train/palsar_1069.png,masks/train/palsar_1069.png,256,256,True,9649,0.14723,0.9649,ALOS PALSAR / SAR C-Band
palsar_107,train,palsar_107.png,images/train/palsar_107.png,masks/train/palsar_107.png,256,256,True,1526,0.02328,0.1526,ALOS PALSAR / SAR C-Band
palsar_1070,train,palsar_1070.png,images/train/palsar_1070.png,masks/train/palsar_1070.png,256,256,True,6210,0.09476,0.621,ALOS PALSAR / SAR C-Band
palsar_1071,train,palsar_1071.png,images/train/palsar_1071.png,masks/train/palsar_1071.png,256,256,True,20918,0.31918,2.0918,ALOS PALSAR / SAR C-Band
palsar_1072,train,palsar_1072.png,images/train/palsar_1072.png,masks/train/palsar_1072.png,256,256,True,4003,0.06108,0.4003,ALOS PALSAR / SAR C-Band
palsar_1073,train,palsar_1073.png,images/train/palsar_1073.png,masks/train/palsar_1073.png,256,256,True,6369,0.09718,0.6369,ALOS PALSAR / SAR C-Band
palsar_1074,train,palsar_1074.png,images/train/palsar_1074.png,masks/train/palsar_1074.png,256,256,True,13331,0.20341,1.3331,ALOS PALSAR / SAR C-Band
palsar_1075,train,palsar_1075.png,images/train/palsar_1075.png,masks/train/palsar_1075.png,256,256,True,12898,0.19681,1.2898,ALOS PALSAR / SAR C-Band
palsar_1076,train,palsar_1076.png,images/train/palsar_1076.png,masks/train/palsar_1076.png,256,256,True,5887,0.08983,0.5887,ALOS PALSAR / SAR C-Band
palsar_1077,train,palsar_1077.png,images/train/palsar_1077.png,masks/train/palsar_1077.png,256,256,True,5967,0.09105,0.5967,ALOS PALSAR / SAR C-Band
palsar_1078,train,palsar_1078.png,images/train/palsar_1078.png,masks/train/palsar_1078.png,256,256,True,44818,0.68387,4.4818,ALOS PALSAR / SAR C-Band
palsar_1079,train,palsar_1079.png,images/train/palsar_1079.png,masks/train/palsar_1079.png,256,256,True,18035,0.27519,1.8035,ALOS PALSAR / SAR C-Band
palsar_108,train,palsar_108.png,images/train/palsar_108.png,masks/train/palsar_108.png,256,256,True,21295,0.32494,2.1295,ALOS PALSAR / SAR C-Band
palsar_1080,train,palsar_1080.png,images/train/palsar_1080.png,masks/train/palsar_1080.png,256,256,True,449,0.00685,0.0449,ALOS PALSAR / SAR C-Band
palsar_1081,train,palsar_1081.png,images/train/palsar_1081.png,masks/train/palsar_1081.png,256,256,True,4434,0.06766,0.4434,ALOS PALSAR / SAR C-Band
palsar_1082,train,palsar_1082.png,images/train/palsar_1082.png,masks/train/palsar_1082.png,256,256,True,21168,0.323,2.1168,ALOS PALSAR / SAR C-Band
palsar_1083,train,palsar_1083.png,images/train/palsar_1083.png,masks/train/palsar_1083.png,256,256,True,16440,0.25085,1.644,ALOS PALSAR / SAR C-Band
palsar_1084,train,palsar_1084.png,images/train/palsar_1084.png,masks/train/palsar_1084.png,256,256,True,3293,0.05025,0.3293,ALOS PALSAR / SAR C-Band
palsar_1085,train,palsar_1085.png,images/train/palsar_1085.png,masks/train/palsar_1085.png,256,256,True,19590,0.29892,1.959,ALOS PALSAR / SAR C-Band
palsar_1086,train,palsar_1086.png,images/train/palsar_1086.png,masks/train/palsar_1086.png,256,256,True,248,0.00378,0.0248,ALOS PALSAR / SAR C-Band
palsar_1087,train,palsar_1087.png,images/train/palsar_1087.png,masks/train/palsar_1087.png,256,256,True,4235,0.06462,0.4235,ALOS PALSAR / SAR C-Band
palsar_1088,train,palsar_1088.png,images/train/palsar_1088.png,masks/train/palsar_1088.png,256,256,True,6942,0.10593,0.6942,ALOS PALSAR / SAR C-Band
palsar_1089,train,palsar_1089.png,images/train/palsar_1089.png,masks/train/palsar_1089.png,256,256,True,2020,0.03082,0.202,ALOS PALSAR / SAR C-Band
palsar_109,train,palsar_109.png,images/train/palsar_109.png,masks/train/palsar_109.png,256,256,True,12340,0.18829,1.234,ALOS PALSAR / SAR C-Band
palsar_1090,train,palsar_1090.png,images/train/palsar_1090.png,masks/train/palsar_1090.png,256,256,True,13604,0.20758,1.3604,ALOS PALSAR / SAR C-Band
palsar_1091,train,palsar_1091.png,images/train/palsar_1091.png,masks/train/palsar_1091.png,256,256,True,4904,0.07483,0.4904,ALOS PALSAR / SAR C-Band
palsar_1092,train,palsar_1092.png,images/train/palsar_1092.png,masks/train/palsar_1092.png,256,256,True,11249,0.17165,1.1249,ALOS PALSAR / SAR C-Band
palsar_1093,train,palsar_1093.png,images/train/palsar_1093.png,masks/train/palsar_1093.png,256,256,True,4940,0.07538,0.494,ALOS PALSAR / SAR C-Band
palsar_1094,train,palsar_1094.png,images/train/palsar_1094.png,masks/train/palsar_1094.png,256,256,True,5235,0.07988,0.5235,ALOS PALSAR / SAR C-Band
palsar_1095,train,palsar_1095.png,images/train/palsar_1095.png,masks/train/palsar_1095.png,256,256,True,9083,0.1386,0.9083,ALOS PALSAR / SAR C-Band
palsar_1096,train,palsar_1096.png,images/train/palsar_1096.png,masks/train/palsar_1096.png,256,256,True,13068,0.1994,1.3068,ALOS PALSAR / SAR C-Band
palsar_1097,train,palsar_1097.png,images/train/palsar_1097.png,masks/train/palsar_1097.png,256,256,True,314,0.00479,0.0314,ALOS PALSAR / SAR C-Band
palsar_1098,train,palsar_1098.png,images/train/palsar_1098.png,masks/train/palsar_1098.png,256,256,True,6842,0.1044,0.6842,ALOS PALSAR / SAR C-Band
palsar_1099,train,palsar_1099.png,images/train/palsar_1099.png,masks/train/palsar_1099.png,256,256,True,2314,0.03531,0.2314,ALOS PALSAR / SAR C-Band
palsar_11,train,palsar_11.png,images/train/palsar_11.png,masks/train/palsar_11.png,256,256,False,0,0.0,0.0,ALOS PALSAR / SAR C-Band
palsar_110,train,palsar_110.png,images/train/palsar_110.png,masks/train/palsar_110.png,256,256,True,781,0.01192,0.0781,ALOS PALSAR / SAR C-Band
palsar_1100,train,palsar_1100.png,images/train/palsar_1100.png,masks/train/palsar_1100.png,256,256,True,7466,0.11392,0.7466,ALOS PALSAR / SAR C-Band
palsar_1101,train,palsar_1101.png,images/train/palsar_1101.png,masks/train/palsar_1101.png,256,256,True,582,0.00888,0.0582,ALOS PALSAR / SAR C-Band
palsar_1102,train,palsar_1102.png,images/train/palsar_1102.png,masks/train/palsar_1102.png,256,256,True,10350,0.15793,1.035,ALOS PALSAR / SAR C-Band
palsar_1103,train,palsar_1103.png,images/train/palsar_1103.png,masks/train/palsar_1103.png,256,256,False,0,0.0,0.0,ALOS PALSAR / SAR C-Band
palsar_1104,train,palsar_1104.png,images/train/palsar_1104.png,masks/train/palsar_1104.png,256,256,False,42,0.00064,0.0042,ALOS PALSAR / SAR C-Band
palsar_1105,train,palsar_1105.png,images/train/palsar_1105.png,masks/train/palsar_1105.png,256,256,True,8013,0.12227,0.8013,ALOS PALSAR / SAR C-Band
palsar_1106,train,palsar_1106.png,images/train/palsar_1106.png,masks/train/palsar_1106.png,256,256,True,11262,0.17184,1.1262,ALOS PALSAR / SAR C-Band
palsar_1107,train,palsar_1107.png,images/train/palsar_1107.png,masks/train/palsar_1107.png,256,256,True,7435,0.11345,0.7435,ALOS PALSAR / SAR C-Band
palsar_1108,train,palsar_1108.png,images/train/palsar_1108.png,masks/train/palsar_1108.png,256,256,True,20667,0.31535,2.0667,ALOS PALSAR / SAR C-Band
palsar_1109,train,palsar_1109.png,images/train/palsar_1109.png,masks/train/palsar_1109.png,256,256,True,6634,0.10123,0.6634,ALOS PALSAR / SAR C-Band
palsar_111,train,palsar_111.png,images/train/palsar_111.png,masks/train/palsar_111.png,256,256,True,5466,0.0834,0.5466,ALOS PALSAR / SAR C-Band
palsar_1110,train,palsar_1110.png,images/train/palsar_1110.png,masks/train/palsar_1110.png,256,256,True,19449,0.29677,1.9449,ALOS PALSAR / SAR C-Band
palsar_1111,train,palsar_1111.png,images/train/palsar_1111.png,masks/train/palsar_1111.png,256,256,True,9144,0.13953,0.9144,ALOS PALSAR / SAR C-Band
palsar_1112,train,palsar_1112.png,images/train/palsar_1112.png,masks/train/palsar_1112.png,256,256,True,8149,0.12434,0.8149,ALOS PALSAR / SAR C-Band
palsar_1113,train,palsar_1113.png,images/train/palsar_1113.png,masks/train/palsar_1113.png,256,256,True,41240,0.62927,4.124,ALOS PALSAR / SAR C-Band
palsar_1114,train,palsar_1114.png,images/train/palsar_1114.png,masks/train/palsar_1114.png,256,256,True,14377,0.21938,1.4377,ALOS PALSAR / SAR C-Band
palsar_1115,train,palsar_1115.png,images/train/palsar_1115.png,masks/train/palsar_1115.png,256,256,True,22222,0.33908,2.2222,ALOS PALSAR / SAR C-Band
palsar_1116,train,palsar_1116.png,images/train/palsar_1116.png,masks/train/palsar_1116.png,256,256,True,8526,0.1301,0.8526,ALOS PALSAR / SAR C-Band
palsar_1117,train,palsar_1117.png,images/train/palsar_1117.png,masks/train/palsar_1117.png,256,256,True,28399,0.43333,2.8399,ALOS PALSAR / SAR C-Band
palsar_1118,train,palsar_1118.png,images/train/palsar_1118.png,masks/train/palsar_1118.png,256,256,True,4214,0.0643,0.4214,ALOS PALSAR / SAR C-Band
palsar_1119,train,palsar_1119.png,images/train/palsar_1119.png,masks/train/palsar_1119.png,256,256,True,1391,0.02122,0.1391,ALOS PALSAR / SAR C-Band
palsar_112,train,palsar_112.png,images/train/palsar_112.png,masks/train/palsar_112.png,256,256,True,9611,0.14665,0.9611,ALOS PALSAR / SAR C-Band
palsar_1120,train,palsar_1120.png,images/train/palsar_1120.png,masks/train/palsar_1120.png,256,256,True,7397,0.11287,0.7397,ALOS PALSAR / SAR C-Band
palsar_1121,train,palsar_1121.png,images/train/palsar_1121.png,masks/train/palsar_1121.png,256,256,True,16259,0.24809,1.6259,ALOS PALSAR / SAR C-Band
palsar_1122,train,palsar_1122.png,images/train/palsar_1122.png,masks/train/palsar_1122.png,256,256,True,6633,0.10121,0.6633,ALOS PALSAR / SAR C-Band
palsar_1123,train,palsar_1123.png,images/train/palsar_1123.png,masks/train/palsar_1123.png,256,256,True,10191,0.1555,1.0191,ALOS PALSAR / SAR C-Band
palsar_1124,train,palsar_1124.png,images/train/palsar_1124.png,masks/train/palsar_1124.png,256,256,True,21800,0.33264,2.18,ALOS PALSAR / SAR C-Band
palsar_1125,train,palsar_1125.png,images/train/palsar_1125.png,masks/train/palsar_1125.png,256,256,True,13256,0.20227,1.3256,ALOS PALSAR / SAR C-Band
palsar_1126,train,palsar_1126.png,images/train/palsar_1126.png,masks/train/palsar_1126.png,256,256,True,18079,0.27586,1.8079,ALOS PALSAR / SAR C-Band
palsar_1127,train,palsar_1127.png,images/train/palsar_1127.png,masks/train/palsar_1127.png,256,256,True,16732,0.25531,1.6732,ALOS PALSAR / SAR C-Band
palsar_1128,train,palsar_1128.png,images/train/palsar_1128.png,masks/train/palsar_1128.png,256,256,True,548,0.00836,0.0548,ALOS PALSAR / SAR C-Band
palsar_1129,train,palsar_1129.png,images/train/palsar_1129.png,masks/train/palsar_1129.png,256,256,True,4791,0.0731,0.4791,ALOS PALSAR / SAR C-Band
palsar_113,train,palsar_113.png,images/train/palsar_113.png,masks/train/palsar_113.png,256,256,True,3372,0.05145,0.3372,ALOS PALSAR / SAR C-Band
palsar_1130,train,palsar_1130.png,images/train/palsar_1130.png,masks/train/palsar_1130.png,256,256,True,7027,0.10722,0.7027,ALOS PALSAR / SAR C-Band
palsar_1131,train,palsar_1131.png,images/train/palsar_1131.png,masks/train/palsar_1131.png,256,256,True,396,0.00604,0.0396,ALOS PALSAR / SAR C-Band
palsar_1132,train,palsar_1132.png,images/train/palsar_1132.png,masks/train/palsar_1132.png,256,256,True,7937,0.12111,0.7937,ALOS PALSAR / SAR C-Band
palsar_1133,train,palsar_1133.png,images/train/palsar_1133.png,masks/train/palsar_1133.png,256,256,True,4529,0.06911,0.4529,ALOS PALSAR / SAR C-Band
palsar_1134,train,palsar_1134.png,images/train/palsar_1134.png,masks/train/palsar_1134.png,256,256,True,9920,0.15137,0.992,ALOS PALSAR / SAR C-Band
palsar_1135,train,palsar_1135.png,images/train/palsar_1135.png,masks/train/palsar_1135.png,256,256,True,14680,0.224,1.468,ALOS PALSAR / SAR C-Band
palsar_1136,train,palsar_1136.png,images/train/palsar_1136.png,masks/train/palsar_1136.png,256,256,True,10066,0.15359,1.0066,ALOS PALSAR / SAR C-Band
palsar_1137,train,palsar_1137.png,images/train/palsar_1137.png,masks/train/palsar_1137.png,256,256,True,12282,0.18741,1.2282,ALOS PALSAR / SAR C-Band
palsar_1138,train,palsar_1138.png,images/train/palsar_1138.png,masks/train/palsar_1138.png,256,256,True,2974,0.04538,0.2974,ALOS PALSAR / SAR C-Band
palsar_1139,train,palsar_1139.png,images/train/palsar_1139.png,masks/train/palsar_1139.png,256,256,True,19342,0.29514,1.9342,ALOS PALSAR / SAR C-Band
palsar_114,train,palsar_114.png,images/train/palsar_114.png,masks/train/palsar_114.png,256,256,True,9905,0.15114,0.9905,ALOS PALSAR / SAR C-Band
palsar_1140,train,palsar_1140.png,images/train/palsar_1140.png,masks/train/palsar_1140.png,256,256,True,2420,0.03693,0.242,ALOS PALSAR / SAR C-Band
palsar_1141,train,palsar_1141.png,images/train/palsar_1141.png,masks/train/palsar_1141.png,256,256,True,28900,0.44098,2.89,ALOS PALSAR / SAR C-Band
palsar_1142,train,palsar_1142.png,images/train/palsar_1142.png,masks/train/palsar_1142.png,256,256,True,528,0.00806,0.0528,ALOS PALSAR / SAR C-Band
palsar_1143,train,palsar_1143.png,images/train/palsar_1143.png,masks/train/palsar_1143.png,256,256,False,0,0.0,0.0,ALOS PALSAR / SAR C-Band
palsar_1144,train,palsar_1144.png,images/train/palsar_1144.png,masks/train/palsar_1144.png,256,256,True,15788,0.24091,1.5788,ALOS PALSAR / SAR C-Band
palsar_1145,train,palsar_1145.png,images/train/palsar_1145.png,masks/train/palsar_1145.png,256,256,True,17672,0.26965,1.7672,ALOS PALSAR / SAR C-Band
palsar_1146,train,palsar_1146.png,images/train/palsar_1146.png,masks/train/palsar_1146.png,256,256,False,0,0.0,0.0,ALOS PALSAR / SAR C-Band
palsar_1147,train,palsar_1147.png,images/train/palsar_1147.png,masks/train/palsar_1147.png,256,256,True,1950,0.02975,0.195,ALOS PALSAR / SAR C-Band
palsar_1148,train,palsar_1148.png,images/train/palsar_1148.png,masks/train/palsar_1148.png,256,256,True,11608,0.17712,1.1608,ALOS PALSAR / SAR C-Band
palsar_1149,train,palsar_1149.png,images/train/palsar_1149.png,masks/train/palsar_1149.png,256,256,True,1394,0.02127,0.1394,ALOS PALSAR / SAR C-Band
palsar_115,train,palsar_115.png,images/train/palsar_115.png,masks/train/palsar_115.png,256,256,True,4228,0.06451,0.4228,ALOS PALSAR / SAR C-Band
palsar_1150,train,palsar_1150.png,images/train/palsar_1150.png,masks/train/palsar_1150.png,256,256,True,11520,0.17578,1.152,ALOS PALSAR / SAR C-Band
