BaseDateTime,MMSI,VesselName,LAT,LON,SOG,COG,Heading,image,spill_latitude,spill_longitude,spill_date,spill_category,spill_subcategory,CallSign,ShipType,Flag,IMO,Length_m,Width_m,GrossTonnage,Deadweight_t,YearBuilt,Destination,Status
2014-10-20 13:00:00,900000002,Test Vessel 01-2,36.527837,2.356306,9.05,124.14,124.14,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1001,Cargo,Singapore,9000001,114.0,18.5,30102,83993,2021,Fujairah,Under way using engine
2014-10-20 13:30:00,900000002,Test Vessel 01-2,36.49239,2.438183,8.97,118.31,118.31,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1001,Cargo,Singapore,9000001,114.0,18.5,30102,83993,2021,Fujairah,Under way using engine
2014-10-20 14:00:00,900000002,Test Vessel 01-2,36.459714,2.519943,8.81,116.43,116.43,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1001,Cargo,Singapore,9000001,114.0,18.5,30102,83993,2021,Fujairah,Under way using engine
2014-10-20 14:30:00,900000002,Test Vessel 01-2,36.426975,2.605934,9.18,115.33,115.33,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1001,Cargo,Singapore,9000001,114.0,18.5,30102,83993,2021,Fujairah,Under way using engine
2014-10-20 15:00:00,900000002,Test Vessel 01-2,36.397721,2.696517,9.42,111.87,111.87,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1001,Cargo,Singapore,9000001,114.0,18.5,30102,83993,2021,Fujairah,Under way using engine
2014-10-20 09:00:00,900000003,Test Vessel 01-3,36.791263,1.555765,10.18,231.34,231.34,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 09:30:00,900000003,Test Vessel 01-3,36.737292,1.475593,10.06,229.95,229.95,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 10:00:00,900000003,Test Vessel 01-3,36.687498,1.391989,10.02,233.38,233.38,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 10:30:00,900000003,Test Vessel 01-3,36.633515,1.31649,9.73,228.28,228.28,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 11:00:00,900000003,Test Vessel 01-3,36.575021,1.244609,9.86,224.6,224.6,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 11:30:00,900000003,Test Vessel 01-3,36.51609,1.170791,10.03,225.17,225.17,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 12:00:00,900000003,Test Vessel 01-3,36.455177,1.098967,10.07,223.46,223.46,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 12:30:00,900000003,Test Vessel 01-3,36.39729,1.024537,9.99,225.96,225.96,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 13:00:00,900000003,Test Vessel 01-3,36.342269,0.949176,9.83,227.79,227.79,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 13:30:00,900000003,Test Vessel 01-3,36.286276,0.876338,9.73,226.34,226.34,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 14:00:00,900000003,Test Vessel 01-3,36.224827,0.808763,9.85,221.55,221.55,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 14:30:00,900000003,Test Vessel 01-3,36.161606,0.743753,9.86,219.68,219.68,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-20 15:00:00,900000003,Test Vessel 01-3,36.099485,0.67544,9.97,221.6,221.6,oil_spill_geo_01.jpg,36.8423,1.6306,20141020,Positive,Ships,VSL1002,Container Ship,Liberia,9000002,139.1,22.3,129700,160731,1998,Colombo,Under way using engine
2014-10-21 09:00:00,900000011,Test Vessel 02-1,37.318421,4.744916,10.31,101.8,101.8,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 09:30:00,900000011,Test Vessel 02-1,37.308923,4.849666,10.06,96.5,96.5,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 10:00:00,900000011,Test Vessel 02-1,37.297371,4.951681,9.84,98.1,98.1,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 10:30:00,900000011,Test Vessel 02-1,37.287653,5.057408,10.16,96.59,96.59,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 11:00:00,900000011,Test Vessel 02-1,37.279892,5.165317,10.34,95.17,95.17,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 11:30:00,900000011,Test Vessel 02-1,37.27775,5.273082,10.29,91.43,91.43,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 12:00:00,900000011,Test Vessel 02-1,37.281266,5.379899,10.21,87.63,87.63,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 12:30:00,900000011,Test Vessel 02-1,37.279855,5.482274,9.78,90.99,90.99,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 13:00:00,900000011,Test Vessel 02-1,37.275951,5.585169,9.84,92.73,92.73,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 13:30:00,900000011,Test Vessel 02-1,37.275464,5.684387,9.47,90.35,90.35,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 14:00:00,900000011,Test Vessel 02-1,37.274592,5.782214,9.34,90.64,90.64,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 14:30:00,900000011,Test Vessel 02-1,37.272454,5.880066,9.35,91.57,91.57,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 15:00:00,900000011,Test Vessel 02-1,37.26171,5.976384,9.29,97.98,97.98,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1003,Tanker,Panama,9000003,131.2,21.2,78406,143614,2003,Durban,Under way using engine
2014-10-21 09:00:00,900000012,Test Vessel 02-2,37.400565,4.671585,9.54,18.32,18.32,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 09:30:00,900000012,Test Vessel 02-2,37.470796,4.71127,9.24,24.17,24.17,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 10:00:00,900000012,Test Vessel 02-2,37.540571,4.746106,9.01,21.62,21.62,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 10:30:00,900000012,Test Vessel 02-2,37.608378,4.777326,8.66,20.06,20.06,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 11:00:00,900000012,Test Vessel 02-2,37.674593,4.812114,8.61,22.6,22.6,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 11:30:00,900000012,Test Vessel 02-2,37.741258,4.837405,8.35,16.71,16.71,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 12:00:00,900000012,Test Vessel 02-2,37.80913,4.86524,8.56,17.97,17.97,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 12:30:00,900000012,Test Vessel 02-2,37.878743,4.908129,9.29,25.95,25.95,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 13:00:00,900000012,Test Vessel 02-2,37.945521,4.952381,9.04,27.61,27.61,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 13:30:00,900000012,Test Vessel 02-2,38.017266,4.983858,9.11,19.08,19.08,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 14:00:00,900000012,Test Vessel 02-2,38.089472,5.009849,9.01,15.83,15.83,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 14:30:00,900000012,Test Vessel 02-2,38.162202,5.031837,8.97,13.38,13.38,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 15:00:00,900000012,Test Vessel 02-2,38.233755,5.060789,9.01,17.65,17.65,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1004,Chemical Tanker,Marshall Islands,9000004,255.4,32.7,67475,167296,2016,Piraeus,Under way using engine
2014-10-21 09:00:00,900000013,Test Vessel 02-3,37.401367,4.719904,11.49,38.87,38.87,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 09:30:00,900000013,Test Vessel 02-3,37.47696,4.798047,11.74,39.39,39.39,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 10:00:00,900000013,Test Vessel 02-3,37.552709,4.871014,11.44,37.4,37.4,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 10:30:00,900000013,Test Vessel 02-3,37.630925,4.936403,11.26,33.54,33.54,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 11:00:00,900000013,Test Vessel 02-3,37.699333,5.014314,11.05,42.05,42.05,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 11:30:00,900000013,Test Vessel 02-3,37.762694,5.095528,10.83,45.4,45.4,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 12:00:00,900000013,Test Vessel 02-3,37.82227,5.182616,10.93,49.13,49.13,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 12:30:00,900000013,Test Vessel 02-3,37.882538,5.268864,10.92,48.5,48.5,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 13:00:00,900000013,Test Vessel 02-3,37.946504,5.352449,11.03,45.88,45.88,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 13:30:00,900000013,Test Vessel 02-3,38.010697,5.431235,10.72,44.06,44.06,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 14:00:00,900000013,Test Vessel 02-3,38.080451,5.502805,10.76,38.95,38.95,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 14:30:00,900000013,Test Vessel 02-3,38.143812,5.584058,10.8,45.27,45.27,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 15:00:00,900000013,Test Vessel 02-3,38.208124,5.665246,10.87,44.79,44.79,oil_spill_geo_02.jpg,37.3376,4.6427,20141021,Positive,Ships,VSL1005,Offshore Supply Vessel,Greece,9000005,269.8,29.7,37090,143976,2003,Houston,Under way using engine
2014-10-21 09:00:00,900000021,Test Vessel 03-1,37.519537,4.246603,8.75,239.91,239.91,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 09:30:00,900000021,Test Vessel 03-1,37.485056,4.169305,8.44,240.65,240.65,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 10:00:00,900000021,Test Vessel 03-1,37.442921,4.092981,8.85,235.17,235.17,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 10:30:00,900000021,Test Vessel 03-1,37.408537,4.011297,8.81,242.07,242.07,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 11:00:00,900000021,Test Vessel 03-1,37.370932,3.927501,9.17,240.54,240.54,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 11:30:00,900000021,Test Vessel 03-1,37.32934,3.849597,8.95,236.11,236.11,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 12:00:00,900000021,Test Vessel 03-1,37.290997,3.770349,8.85,238.68,238.68,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 12:30:00,900000021,Test Vessel 03-1,37.252809,3.691525,8.81,238.66,238.66,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 13:00:00,900000021,Test Vessel 03-1,37.214643,3.608441,9.16,240.01,240.01,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 13:30:00,900000021,Test Vessel 03-1,37.176233,3.523634,9.32,240.37,240.37,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 14:00:00,900000021,Test Vessel 03-1,37.128644,3.446713,9.31,232.17,232.17,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 14:30:00,900000021,Test Vessel 03-1,37.079204,3.375882,9.01,228.8,228.8,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 15:00:00,900000021,Test Vessel 03-1,37.026887,3.309647,8.92,225.29,225.29,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1006,Tanker,Norway,9000006,111.5,15.0,5374,106976,2008,Port Klang,Under way using engine
2014-10-21 09:00:00,900000022,Test Vessel 03-2,37.600737,4.372817,5.99,49.13,49.13,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 09:30:00,900000022,Test Vessel 03-2,37.635669,4.421484,6.24,47.82,47.82,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 10:00:00,900000022,Test Vessel 03-2,37.670921,4.47449,6.58,49.98,49.98,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 10:30:00,900000022,Test Vessel 03-2,37.705678,4.525648,6.4,49.36,49.36,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 11:00:00,900000022,Test Vessel 03-2,37.7414,4.576615,6.46,48.46,48.46,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 11:30:00,900000022,Test Vessel 03-2,37.775144,4.625999,6.19,49.17,49.17,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 12:00:00,900000022,Test Vessel 03-2,37.80895,4.676131,6.25,49.53,49.53,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 12:30:00,900000022,Test Vessel 03-2,37.837285,4.737263,6.72,59.6,59.6,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
2014-10-21 13:00:00,900000022,Test Vessel 03-2,37.868112,4.795545,6.65,56.19,56.19,oil_spill_geo_03.jpg,37.5616,4.318,20141021,Positive,Ships,VSL1007,Tanker,Malta,9000007,73.7,11.5,30097,18528,2016,Dubai,Under way using engine
